区域,小区名称,户型,面积,价格(万),单价(元/平米),地址,朝向,装修,楼层,年代
高新,龙湖狮山天街生活广场一期（高新狮山）,4室 2厅,177.38平,582万,32810元/平,狮山路和塔园路交叉口（香格里拉对面）,南北,毛坯,高区/40层,2016年建
高新,路劲香港时光（高新狮山）,4室 2厅,135.57平,357万,26333元/平,汾湖路105号,南北,毛坯,中区/19层,2016年建
高新,汇豪·狮山路58号（高新狮山）,1室 1厅,49.64平,105万,21152元/平,狮山路58号,南北,精装,中区/16层,暂无数据
高新,天都花园（高新狮山）,2室 2厅,99.74平,280万,28072元/平,竹园路25号,南北,精装,高区/33层,暂无数据
高新,嘉业阳光假日一二期（高新狮山）,1室 1厅,45.0平,57万,12666元/平,珠江路121号,北,精装,高区/22层,暂无数据
高新,汇豪·狮山路58号（高新狮山）,1室 1厅,72.0平,184万,25555元/平,狮山路58号,西,精装,中区/16层,暂无数据
高新,汇豪·狮山路58号（高新狮山）,1室 0厅,50.83平,108万,21247元/平,狮山路58号,南,精装,高区/16层,暂无数据
高新,中旅狮山名门（高新狮山）,4室 2厅,134.7平,405万,30066元/平,塔园路201号,南北,毛坯,低区/16层,暂无数据
高新,中旅狮山名门（高新狮山）,4室 2厅,144.46平,390万,26997元/平,塔园路201号,暂无数据,毛坯,中区/18层,暂无数据
高新,狮山峰汇（高新狮山）,1室 1厅,39.71平,65万,16368元/平,狮山路75号,西,精装,中区/22层,暂无数据
高新,汇豪·狮山路58号（高新狮山）,2室 1厅,41.08平,121万,29454元/平,狮山路58号,东,精装,高区/16层,暂无数据
高新,曙光苑（高新狮山）,3室 1厅,99.49平,170万,17087元/平,滨河路与邓尉路交界向东300米,南北,简装,低区/6层,暂无数据
高新,枫津新村（高新狮山）,3室 1厅,70.14平,129万,18391元/平,何山路215号,南北,简装,高区/4层,暂无数据
高新,新升新苑（高新狮山）,2室 1厅,64.45平,143万,22187元/平,玉山路与珠江路交界处,暂无数据,精装,高区/6层,暂无数据
高新,挹翠华庭（高新狮山）,3室 2厅,125.0平,335万,26800元/平,滨河路1205号,南北,暂无数据,低区/9层,暂无数据
高新,挹翠华庭（高新狮山）,3室 2厅,125.9平,335万,26608元/平,滨河路1205号,暂无数据,毛坯,低区/9层,暂无数据
高新,挹翠华庭（高新狮山）,3室 2厅,125.9平,317万,25178元/平,滨河路1205号,南北,毛坯,低区/9层,暂无数据
高新,嘉业阳光假日一二期（高新狮山）,3室 2厅,141.4平,270万,19094元/平,珠江路121号,南北,精装,低区/11层,暂无数据
高新,狮山新苑（高新狮山）,3室 2厅,119.71平,300万,25060元/平,金山路27号,南,毛坯,高区/6层,暂无数据
高新,今日家园（高新狮山）,4室 2厅,141.0平,334万,23687元/平,何山路28号,南北,精装,中区/5层,暂无数据
高新,新升新苑（高新狮山）,3室 1厅,75.8平,156万,20580元/平,玉山路与珠江路交界处,南北,精装,低区/6层,暂无数据
高新,狮山新苑（高新狮山）,3室 2厅,125.44平,322万,25669元/平,金山路27号,南北,精装,中区/6层,暂无数据
高新,新升新苑（高新狮山）,4室 2厅,97.0平,205万,21134元/平,玉山路与珠江路交界处,暂无数据,精装,高区/6层,暂无数据
高新,枫津新村（高新狮山）,3室 1厅,89.53平,160万,17871元/平,何山路215号,南北,精装,高区/4层,暂无数据
高新,馨泰花苑（高新狮山）,2室 2厅,86.39平,187万,21646元/平,玉山路77号,暂无数据,精装,低区/6层,暂无数据
高新,格林花园（高新狮山）,3室 3厅,176.0平,414万,23522元/平,塔园路203号,南北,精装,高区/5层,暂无数据
高新,枫津新村（高新狮山）,3室 1厅,87.0平,173万,19885元/平,何山路215号,南北,精装,低区/4层,暂无数据
高新,馨泰花苑（高新狮山）,3室 2厅,148.42平,241万,16237元/平,玉山路77号,南北,精装,高区/6层,暂无数据
高新,时代花园（高新狮山）,3室 2厅,105.0平,286万,27238元/平,何山路88号,南北,精装,低区/6层,暂无数据
高新,世纪花园（高新狮山）,3室 2厅,107.89平,245万,22708元/平,玉山路与汾湖路交汇处,南北,精装,高区/6层,暂无数据
高新,天都花园（高新狮山）,2室 2厅,87.0平,245万,28160元/平,竹园路25号,南,精装,高区/30层,暂无数据
高新,何山花园（高新狮山）,4室 3厅,361.45平,1378万,38124元/平,邓尉路288号,南北,豪装,低区/3层,暂无数据
高新,御花园玫瑰园（高新狮山）,2室 2厅,93.33平,261万,27965元/平,长江路318号,暂无数据,中装,中区/6层,暂无数据
高新,馨泰花苑（高新狮山）,3室 2厅,116.96平,225万,19237元/平,玉山路77号,南北,精装,高区/6层,暂无数据
高新,狮山峰汇（高新狮山）,1室 1厅,40.0平,72万,18000元/平,狮山路75号,暂无数据,精装,中区/22层,暂无数据
高新,新升新苑（高新狮山）,2室 1厅,92.0平,159万,17282元/平,玉山路与珠江路交界处,暂无数据,精装,高区/6层,暂无数据
高新,曙光苑（高新狮山）,2室 2厅,98.13平,184万,18750元/平,滨河路与邓尉路交界向东300米,南北,中装,高区/6层,暂无数据
高新,名都花园（高新狮山）,4室 4厅,171.0平,400万,23391元/平,何山路99号,南,精装,高区/5层,暂无数据
高新,金河国际华庭（高新狮山）,4室 2厅,176.0平,490万,27840元/平,滨河路1088号,南北,精装,中区/31层,暂无数据
高新,嘉业阳光假日三期（高新狮山）,3室 2厅,139.0平,276万,19856元/平,珠江路121号,暂无数据,精装,中区/23层,暂无数据
高新,嘉业阳光假日五期（高新狮山）,2室 2厅,96.0平,185万,19270元/平,珠江路121号（玉山路与珠江路交界处）,南北,精装,中区/5层,暂无数据
高新,天都花园（高新狮山）,2室 2厅,85.0平,230万,27058元/平,竹园路25号,南,精装,中区/33层,暂无数据
高新,天都花园（高新狮山）,2室 2厅,84.0平,230万,27380元/平,竹园路25号,南,毛坯,中区/30层,暂无数据
高新,新升新苑（高新狮山）,3室 2厅,119.88平,204万,17017元/平,玉山路与珠江路交界处,南,精装,高区/6层,暂无数据
高新,嘉多利花园（高新狮山）,3室 2厅,121.54平,347万,28550元/平,狮山路45号,南北,精装,低区/6层,暂无数据
高新,新升新苑（高新狮山）,3室 2厅,76.0平,180万,23684元/平,玉山路与珠江路交界处,南,中装,高区/6层,暂无数据
高新,曙光苑（高新狮山）,3室 2厅,90.64平,210万,23168元/平,滨河路与邓尉路交界向东300米,南北,简装,中区/6层,暂无数据
高新,时代花园（高新狮山）,3室 2厅,150.0平,317万,21133元/平,何山路88号,南北,简装,中区/16层,2001年建
高新,挹翠华庭（高新狮山）,4室 2厅,227.0平,520万,22907元/平,滨河路1205号,暂无数据,精装,中区/12层,暂无数据
高新,时代花园（高新狮山）,3室 3厅,159.23平,388万,24367元/平,何山路88号,南北,精装,中区/5层,暂无数据
高新,万枫家园（高新狮山）,5室 2厅,154.0平,216万,14025元/平,竹园路与珠江路交汇处,南北,毛坯,高区/6层,暂无数据
高新,新升新苑（高新狮山）,2室 2厅,83.24平,176万,21143元/平,玉山路与珠江路交界处,南北,精装,低区/6层,暂无数据
高新,嘉业阳光假日四期（高新狮山）,5室 3厅,208.05平,459万,22062元/平,珠江路121号,南北,精装,高区/5层,暂无数据
高新,新升新苑（高新狮山）,3室 2厅,95.0平,168万,17684元/平,玉山路与珠江路交界处,南,精装,高区/6层,暂无数据
高新,嘉业阳光假日三期（高新狮山）,3室 2厅,141.7平,290万,20465元/平,珠江路121号,南北,精装,低区/24层,暂无数据
高新,馨泰花苑（高新狮山）,3室 2厅,107.2平,260万,24253元/平,玉山路77号,南北,精装,中区/6层,暂无数据
高新,今日家园（高新狮山）,4室 2厅,146.0平,350万,23972元/平,何山路28号,南北,精装,中区/11层,暂无数据
高新,嘉多利花园（高新狮山）,3室 2厅,133.0平,360万,27067元/平,狮山路45号,南北,精装,高区/6层,暂无数据
高新,嘉业阳光假日一二期（高新狮山）,1室 1厅,50.5平,87万,17227元/平,珠江路121号,南,精装,高区/22层,暂无数据
高新,新升新苑（高新狮山）,2室 2厅,75.51平,168万,22248元/平,玉山路与珠江路交界处,南,精装,高区/6层,暂无数据
高新,世纪花园（高新狮山）,2室 2厅,89.99平,199万,22113元/平,玉山路与汾湖路交汇处,南,中装,中区/6层,暂无数据
高新,天都花园（高新狮山）,3室 2厅,120.0平,305万,25416元/平,竹园路25号,南北,精装,高区/33层,暂无数据
高新,格林花园（高新狮山）,2室 2厅,65.23平,160万,24528元/平,塔园路203号,南北,精装,高区/7层,暂无数据
高新,金枫苑（高新狮山）,3室 2厅,146.55平,315万,21494元/平,滨河路1750号（何山路与滨河路交叉口）,南北,精装,低区/11层,暂无数据
高新,鑫苑国际城市花园（高新枫桥）,4室 2厅,89.0平,233万,26179元/平,华山路8号,南北,中装,高区/18层,暂无数据
高新,白马涧花园三区（高新阳山生态区）,2室 1厅,63.45平,85万,13396元/平,马涧路与Y304交汇处东南,南北,暂无数据,中区/5层,暂无数据
高新,中梁香缇（高新狮山）,3室 2厅,88.7平,315万,35512元/平,竹园路滨河路交汇处,南北,豪装,低区/18层,暂无数据
高新,理想家园（高新浒墅关经济技术开发区）,3室 2厅,111.4平,180万,16157元/平,长江路819号,暂无数据,中装,低区/24层,暂无数据
高新,理想家园（高新浒墅关经济技术开发区）,4室 2厅,139.0平,225万,16187元/平,长江路819号,暂无数据,毛坯,低区/6层,暂无数据
高新,鑫苑国际城市花园（高新枫桥）,2室 2厅,65.19平,147万,22549元/平,华山路8号,南,中装,低区/13层,暂无数据
高新,嘉业阳光假日一二期（高新狮山）,3室 2厅,138.5平,300万,21660元/平,珠江路121号,南北,精装,中区/9层,暂无数据
高新,今日家园（高新狮山）,3室 2厅,146.0平,339万,23219元/平,何山路28号,南,精装,中区/16层,暂无数据
高新,世纪花园（高新狮山）,5室 3厅,137.0平,267万,19489元/平,玉山路与汾湖路交汇处,南北,精装,高区/6层,暂无数据
高新,名城花园（高新狮山）,3室 2厅,125.0平,410万,32800元/平,狮山路277号,暂无数据,精装,中区/5层,暂无数据
高新,恒达清水园（高新狮山）,3室 2厅,134.7平,281万,20861元/平,塔园路209号,南北,精装,低区/11层,暂无数据
高新,狮山新苑（高新狮山）,4室 2厅,125.44平,300万,23915元/平,金山路27号,暂无数据,中装,高区/6层,暂无数据
高新,名馨花园（高新狮山）,3室 2厅,135.78平,317万,23346元/平,玉山路77号,东西,精装,低区/16层,暂无数据
高新,新创竹园（高新狮山）,3室 1厅,87.3平,184万,21076元/平,竹园路197号,南北,精装,中区/5层,暂无数据
高新,格林花园（高新狮山）,3室 2厅,144.5平,327万,22629元/平,塔园路203号,南北,精装,高区/14层,暂无数据
高新,世纪花园（高新狮山）,3室 2厅,99.56平,215万,21595元/平,玉山路与汾湖路交汇处,南北,精装,低区/5层,暂无数据
高新,馨泰花苑（高新狮山）,2室 1厅,76.68平,174万,22691元/平,玉山路77号,暂无数据,精装,中区/6层,暂无数据
高新,金河国际华庭（高新狮山）,3室 2厅,158.0平,490万,31012元/平,滨河路1088号,暂无数据,精装,高区/17层,暂无数据
高新,馨泰花苑（高新狮山）,2室 2厅,87.0平,190万,21839元/平,玉山路77号,暂无数据,精装,高区/6层,暂无数据
高新,世纪花园（高新狮山）,3室 2厅,105.0平,265万,25257元/平,玉山路与汾湖路交汇处,南,精装,中区/6层,暂无数据
高新,君地风华（高新狮山）,3室 2厅,127.74平,321万,25129元/平,竹园路与汾湖路交界处,暂无数据,精装,中区/32层,暂无数据
高新,和乐家园（高新狮山）,3室 2厅,93.0平,306万,32903元/平,金山路32号,南,精装,低区/5层,暂无数据
高新,金枫苑（高新狮山）,3室 2厅,147.0平,310万,21088元/平,滨河路1750号（何山路与滨河路交叉口）,南北,精装,低区/11层,暂无数据
高新,名城花园（高新狮山）,4室 2厅,180.0平,562万,31222元/平,狮山路277号,南,精装,高区/5层,暂无数据
高新,恒达清水园（高新狮山）,3室 2厅,134.0平,350万,26119元/平,塔园路209号,南,精装,中区/11层,暂无数据
高新,恒达清水园（高新狮山）,2室 2厅,110.0平,255万,23181元/平,塔园路209号,南北,精装,低区/11层,暂无数据
高新,嘉业阳光假日三期（高新狮山）,5室 2厅,212.0平,380万,17924元/平,珠江路121号,暂无数据,精装,高区/22层,暂无数据
高新,狮山丽晶（高新狮山）,1室 1厅,36.5平,50万,13698元/平,狮山路111号,北,精装,中区/17层,暂无数据
高新,吴宫丽都（高新狮山）,4室 3厅,366.0平,780万,21311元/平,狮山路与塔园路交汇处,南北,豪装,高区/29层,暂无数据
高新,新创宝带熙岸（高新横塘）,4室 2厅,139.55平,286万,20494元/平,宝带西路1118号,南,精装,高区/11层,暂无数据
高新,中梁香缇（高新狮山）,3室 2厅,96.8平,409万,42252元/平,竹园路滨河路交汇处,南,毛坯,高区/18层,暂无数据
高新,旭辉华庭（高新浒墅关经济技术开发区）,3室 2厅,91.99平,158万,17175元/平,文昌路277路,暂无数据,毛坯,中区/21层,暂无数据
高新,天都花园（高新狮山）,2室 2厅,85.92平,230万,26769元/平,竹园路25号,南,精装,低区/33层,暂无数据
高新,嘉业阳光假日一二期（高新狮山）,2室 2厅,109.94平,230万,20920元/平,珠江路121号,南北,精装,中区/16层,暂无数据
高新,馨泰花苑（高新狮山）,2室 1厅,76.0平,158万,20789元/平,玉山路77号,南北,简装,高区/6层,暂无数据
高新,吴宫丽都（高新狮山）,3室 2厅,176.0平,450万,25568元/平,狮山路与塔园路交汇处,暂无数据,精装,高区/29层,暂无数据
高新,嘉业阳光假日一二期（高新狮山）,1室 1厅,36.9平,58万,15718元/平,珠江路121号,南,精装,低区/22层,暂无数据
高新,嘉业阳光假日三期（高新狮山）,2室 2厅,99.45平,210万,21116元/平,珠江路121号,南,精装,高区/24层,暂无数据
高新,天都花园（高新狮山）,3室 2厅,115.55平,296万,25616元/平,竹园路25号,南北,毛坯,高区/33层,暂无数据
高新,招商依山郡（高新浒墅关经济技术开发区）,3室 1厅,94.69平,145万,15313元/平,建林路与鹿山路交界处,南,毛坯,中区/18层,暂无数据
高新,沁怡家园（高新狮山）,2室 1厅,77.0平,246万,31948元/平,玉山路18号,南北,精装,中区/14层,暂无数据
高新,新港名墅花园（高新浒墅关经济技术开发区）,2室 2厅,86.13平,143万,16602元/平,鸿福路201号,南北,精装,中区/6层,暂无数据
高新,玉山苑（高新狮山）,2室 2厅,95.1平,260万,27339元/平,淮海路14号,暂无数据,暂无数据,中区/6层,暂无数据
高新,马浜花园北区（高新枫桥）,1室 2厅,62.0平,120万,19354元/平,"华山路与滨河路交叉口,华山路68号",南北,精装,中区/5层,暂无数据
